date,rating,sentiment,review_text
2024-01-10,4,positive,夜场的冰灯特别漂亮，像童话世界一样。
2024-01-10,4,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-10,4,positive,冰雪大世界的灯光秀太震撼了，音乐配合得绝佳！
2024-01-10,5,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-10,1,negative,停车费贵得离谱，而且不好找车位。
2024-01-10,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-10,2,negative,冰雕有些已经开始融化，维护不及时。
2024-01-10,5,positive,适合拍照打卡，随手一拍都是大片。
2024-01-10,5,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-10,1,negative,地上太滑了，差点摔倒好几次。
2024-01-10,3,neutral,人太多了，建议工作日去。
2024-01-10,5,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-10,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-10,4,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-10,3,neutral,人太多了，建议工作日去。
2024-01-11,4,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-11,5,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-11,3,neutral,总体还行，就是排队太久了。
2024-01-11,1,negative,门票太贵了，性价比低。
2024-01-11,2,negative,停车费贵得离谱，而且不好找车位。
2024-01-11,2,negative,工作人员态度不好，问路都不理。
2024-01-11,1,negative,工作人员态度不好，问路都不理。
2024-01-11,4,positive,适合拍照打卡，随手一拍都是大片。
2024-01-11,4,positive,虽然冷但值得，哈尔滨的冬天名不虚传。
2024-01-11,2,negative,太冷了，园区取暖设施不够。
2024-01-11,5,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-11,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-11,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-11,2,negative,门票太贵了，性价比低。
2024-01-11,4,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-11,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-11,4,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-11,4,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-11,4,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-11,4,positive,太美了！冰雕非常震撼，下次还来。
2024-01-11,1,negative,地上太滑了，差点摔倒好几次。
2024-01-11,2,negative,卫生间太少了，排队比看冰雕还久。
2024-01-11,5,positive,服务态度很好，园区管理有序。
2024-01-11,2,negative,地上太滑了，差点摔倒好几次。
2024-01-11,4,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-11,3,neutral,中规中矩的一次体验，和预期差不多。
2024-01-11,5,positive,太美了！冰雕非常震撼，下次还来。
2024-01-11,2,negative,工作人员态度不好，问路都不理。
2024-01-11,3,neutral,停车场离入口有点远，走了好久。
2024-01-11,5,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-11,1,negative,工作人员态度不好，问路都不理。
2024-01-11,1,negative,地上太滑了，差点摔倒好几次。
2024-01-11,5,positive,冰雪大世界的灯光秀太震撼了，音乐配合得绝佳！
2024-01-11,4,positive,冰滑梯排队虽久但值得，尖叫声不断。
2024-01-11,2,negative,冰雕有些已经开始融化，维护不及时。
2024-01-11,1,negative,餐饮又贵又难吃，建议自带食物。
2024-01-11,5,positive,服务态度很好，园区管理有序。
2024-01-11,5,positive,夜场的冰灯特别漂亮，像童话世界一样。
2024-01-11,5,positive,适合拍照打卡，随手一拍都是大片。
2024-01-11,1,negative,卫生间太少了，排队比看冰雕还久。
2024-01-11,4,positive,冰雪大世界的灯光秀太震撼了，音乐配合得绝佳！
2024-01-11,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-11,2,negative,停车费贵得离谱，而且不好找车位。
2024-01-11,3,neutral,停车场离入口有点远，走了好久。
2024-01-11,5,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-12,5,positive,服务态度很好，园区管理有序。
2024-01-12,5,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-12,4,positive,适合拍照打卡，随手一拍都是大片。
2024-01-12,4,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-12,2,negative,门票太贵了，性价比低。
2024-01-12,3,neutral,中规中矩的一次体验，和预期差不多。
2024-01-12,4,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-12,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-12,4,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-12,5,positive,冰滑梯排队虽久但值得，尖叫声不断。
2024-01-12,5,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-12,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-12,4,positive,冰滑梯排队虽久但值得，尖叫声不断。
2024-01-12,5,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-12,4,positive,虽然冷但值得，哈尔滨的冬天名不虚传。
2024-01-12,5,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-12,3,neutral,停车场离入口有点远，走了好久。
2024-01-12,4,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-12,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-12,4,positive,今年冰雕规模比去年更大了，很壮观。
2024-01-12,4,positive,太美了！冰雕非常震撼，下次还来。
2024-01-12,3,neutral,停车场离入口有点远，走了好久。
2024-01-12,3,neutral,中规中矩的一次体验，和预期差不多。
2024-01-12,5,positive,夜场的冰灯特别漂亮，像童话世界一样。
2024-01-12,5,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-12,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-12,5,positive,今年冰雕规模比去年更大了，很壮观。
2024-01-12,5,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-12,4,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-12,2,negative,地上太滑了，差点摔倒好几次。
2024-01-12,4,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-12,2,negative,停车费贵得离谱，而且不好找车位。
2024-01-12,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-12,1,negative,卫生间太少了，排队比看冰雕还久。
2024-01-12,5,positive,太美了！冰雕非常震撼，下次还来。
2024-01-12,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-12,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-12,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-12,5,positive,适合拍照打卡，随手一拍都是大片。
2024-01-12,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-12,4,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-12,4,positive,极地馆的企鹅太可爱了，拍了好多照片。
2024-01-12,4,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-12,1,negative,人挤人，根本没心情看冰雕。
2024-01-12,5,positive,适合拍照打卡，随手一拍都是大片。
2024-01-12,3,neutral,停车场离入口有点远，走了好久。
2024-01-12,5,positive,冰雪大世界的灯光秀太震撼了，音乐配合得绝佳！
2024-01-12,4,positive,适合拍照打卡，随手一拍都是大片。
2024-01-12,4,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-12,5,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-12,3,neutral,总体还行，就是排队太久了。
2024-01-12,4,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-12,5,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-12,2,negative,人挤人，根本没心情看冰雕。
2024-01-12,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-12,4,positive,适合拍照打卡，随手一拍都是大片。
2024-01-12,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-12,4,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-12,3,neutral,中规中矩的一次体验，和预期差不多。
2024-01-12,3,neutral,停车场离入口有点远，走了好久。
2024-01-12,3,neutral,中规中矩的一次体验，和预期差不多。
2024-01-12,4,positive,服务态度很好，园区管理有序。
2024-01-12,4,positive,适合拍照打卡，随手一拍都是大片。
2024-01-12,3,neutral,中规中矩的一次体验，和预期差不多。
2024-01-12,5,positive,今年冰雕规模比去年更大了，很壮观。
2024-01-12,4,positive,适合拍照打卡，随手一拍都是大片。
2024-01-12,3,neutral,停车场离入口有点远，走了好久。
2024-01-12,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-12,5,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-12,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-12,5,positive,虽然冷但值得，哈尔滨的冬天名不虚传。
2024-01-12,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-12,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-12,5,positive,今年冰雕规模比去年更大了，很壮观。
2024-01-12,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-12,5,positive,适合拍照打卡，随手一拍都是大片。
2024-01-12,4,positive,极地馆的企鹅太可爱了，拍了好多照片。
2024-01-12,2,negative,餐饮又贵又难吃，建议自带食物。
2024-01-12,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-12,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-12,5,positive,适合拍照打卡，随手一拍都是大片。
2024-01-12,4,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-12,4,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-12,5,positive,适合拍照打卡，随手一拍都是大片。
2024-01-12,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-12,4,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-12,4,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-12,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-12,1,negative,门票太贵了，性价比低。
2024-01-12,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-12,4,positive,今年冰雕规模比去年更大了，很壮观。
2024-01-12,1,negative,餐饮又贵又难吃，建议自带食物。
2024-01-12,4,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-12,4,positive,太美了！冰雕非常震撼，下次还来。
2024-01-12,5,positive,适合拍照打卡，随手一拍都是大片。
2024-01-12,1,negative,卫生间太少了，排队比看冰雕还久。
2024-01-12,5,positive,夜场的冰灯特别漂亮，像童话世界一样。
2024-01-12,1,negative,门票太贵了，性价比低。
2024-01-12,4,positive,太美了！冰雕非常震撼，下次还来。
2024-01-12,4,positive,太美了！冰雕非常震撼，下次还来。
2024-01-12,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-12,4,positive,适合拍照打卡，随手一拍都是大片。
2024-01-12,1,negative,餐饮又贵又难吃，建议自带食物。
2024-01-12,5,positive,冰雪大世界的灯光秀太震撼了，音乐配合得绝佳！
2024-01-12,3,neutral,停车场离入口有点远，走了好久。
2024-01-12,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-12,5,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-12,1,negative,排队排了2个小时，体验很差。
2024-01-12,2,negative,停车费贵得离谱，而且不好找车位。
2024-01-13,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-13,3,neutral,停车场离入口有点远，走了好久。
2024-01-13,4,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-13,4,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-13,5,positive,今年冰雕规模比去年更大了，很壮观。
2024-01-13,5,positive,夜场的冰灯特别漂亮，像童话世界一样。
2024-01-13,1,negative,排队排了2个小时，体验很差。
2024-01-13,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-13,3,neutral,停车场离入口有点远，走了好久。
2024-01-13,4,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-13,5,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-13,4,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-13,5,positive,服务态度很好，园区管理有序。
2024-01-13,4,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-13,2,negative,太冷了，园区取暖设施不够。
2024-01-13,3,neutral,总体还行，就是排队太久了。
2024-01-13,3,neutral,人太多了，建议工作日去。
2024-01-13,2,negative,餐饮又贵又难吃，建议自带食物。
2024-01-13,5,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-13,5,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-13,2,negative,门票太贵了，性价比低。
2024-01-13,2,negative,太冷了，园区取暖设施不够。
2024-01-13,4,positive,虽然冷但值得，哈尔滨的冬天名不虚传。
2024-01-13,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-13,4,positive,极地馆的企鹅太可爱了，拍了好多照片。
2024-01-13,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-13,1,negative,停车费贵得离谱，而且不好找车位。
2024-01-13,5,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-13,2,negative,停车费贵得离谱，而且不好找车位。
2024-01-13,5,positive,虽然冷但值得，哈尔滨的冬天名不虚传。
2024-01-13,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-13,3,neutral,停车场离入口有点远，走了好久。
2024-01-13,2,negative,冰雕有些已经开始融化，维护不及时。
2024-01-13,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-13,4,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-13,5,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-13,4,positive,服务态度很好，园区管理有序。
2024-01-13,5,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-13,1,negative,停车费贵得离谱，而且不好找车位。
2024-01-13,5,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-13,4,positive,太美了！冰雕非常震撼，下次还来。
2024-01-13,2,negative,停车费贵得离谱，而且不好找车位。
2024-01-13,5,positive,适合拍照打卡，随手一拍都是大片。
2024-01-13,4,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-13,1,negative,人挤人，根本没心情看冰雕。
2024-01-13,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-13,4,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-13,4,positive,冰雪大世界的灯光秀太震撼了，音乐配合得绝佳！
2024-01-13,5,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-13,2,negative,餐饮又贵又难吃，建议自带食物。
2024-01-13,2,negative,人挤人，根本没心情看冰雕。
2024-01-13,2,negative,餐饮又贵又难吃，建议自带食物。
2024-01-13,4,positive,极地馆的企鹅太可爱了，拍了好多照片。
2024-01-13,2,negative,太冷了，园区取暖设施不够。
2024-01-13,4,positive,夜场的冰灯特别漂亮，像童话世界一样。
2024-01-13,2,negative,排队排了2个小时，体验很差。
2024-01-13,5,positive,服务态度很好，园区管理有序。
2024-01-13,3,neutral,停车场离入口有点远，走了好久。
2024-01-13,3,neutral,停车场离入口有点远，走了好久。
2024-01-13,5,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-13,5,positive,太美了！冰雕非常震撼，下次还来。
2024-01-13,5,positive,虽然冷但值得，哈尔滨的冬天名不虚传。
2024-01-13,4,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-13,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-13,1,negative,冰雕有些已经开始融化，维护不及时。
2024-01-13,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-13,2,negative,人挤人，根本没心情看冰雕。
2024-01-13,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-13,5,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-13,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-13,5,positive,服务态度很好，园区管理有序。
2024-01-13,5,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-13,4,positive,极地馆的企鹅太可爱了，拍了好多照片。
2024-01-13,5,positive,虽然冷但值得，哈尔滨的冬天名不虚传。
2024-01-13,4,positive,冰雪大世界的灯光秀太震撼了，音乐配合得绝佳！
2024-01-13,2,negative,餐饮又贵又难吃，建议自带食物。
2024-01-13,2,negative,门票太贵了，性价比低。
2024-01-13,4,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-13,5,positive,夜场的冰灯特别漂亮，像童话世界一样。
2024-01-13,4,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-13,5,positive,太美了！冰雕非常震撼，下次还来。
2024-01-13,3,neutral,人太多了，建议工作日去。
2024-01-13,4,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-13,2,negative,门票太贵了，性价比低。
2024-01-13,4,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-13,5,positive,适合拍照打卡，随手一拍都是大片。
2024-01-13,2,negative,停车费贵得离谱，而且不好找车位。
2024-01-13,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-13,1,negative,冰雕有些已经开始融化，维护不及时。
2024-01-13,2,negative,太冷了，园区取暖设施不够。
2024-01-13,4,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-14,2,negative,门票太贵了，性价比低。
2024-01-14,2,negative,工作人员态度不好，问路都不理。
2024-01-14,4,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-14,4,positive,极地馆的企鹅太可爱了，拍了好多照片。
2024-01-14,1,negative,卫生间太少了，排队比看冰雕还久。
2024-01-14,2,negative,冰雕有些已经开始融化，维护不及时。
2024-01-14,3,neutral,停车场离入口有点远，走了好久。
2024-01-14,1,negative,太冷了，园区取暖设施不够。
2024-01-14,4,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-14,3,neutral,总体还行，就是排队太久了。
2024-01-14,2,negative,工作人员态度不好，问路都不理。
2024-01-14,3,neutral,中规中矩的一次体验，和预期差不多。
2024-01-14,1,negative,停车费贵得离谱，而且不好找车位。
2024-01-14,5,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-14,5,positive,太美了！冰雕非常震撼，下次还来。
2024-01-14,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-14,4,positive,虽然冷但值得，哈尔滨的冬天名不虚传。
2024-01-14,4,positive,冰雪大世界的灯光秀太震撼了，音乐配合得绝佳！
2024-01-14,1,negative,停车费贵得离谱，而且不好找车位。
2024-01-14,4,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-14,2,negative,排队排了2个小时，体验很差。
2024-01-14,5,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-14,2,negative,门票太贵了，性价比低。
2024-01-14,4,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-14,3,neutral,总体还行，就是排队太久了。
2024-01-14,3,neutral,人太多了，建议工作日去。
2024-01-14,5,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-14,3,neutral,停车场离入口有点远，走了好久。
2024-01-14,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-14,3,neutral,人太多了，建议工作日去。
2024-01-14,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-14,4,positive,冰雪大世界的灯光秀太震撼了，音乐配合得绝佳！
2024-01-14,2,negative,冰雕有些已经开始融化，维护不及时。
2024-01-14,2,negative,太冷了，园区取暖设施不够。
2024-01-14,3,neutral,停车场离入口有点远，走了好久。
2024-01-14,1,negative,地上太滑了，差点摔倒好几次。
2024-01-14,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-14,1,negative,地上太滑了，差点摔倒好几次。
2024-01-14,5,positive,今年冰雕规模比去年更大了，很壮观。
2024-01-14,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-14,4,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-14,5,positive,夜场的冰灯特别漂亮，像童话世界一样。
2024-01-14,1,negative,地上太滑了，差点摔倒好几次。
2024-01-14,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-14,5,positive,适合拍照打卡，随手一拍都是大片。
2024-01-14,2,negative,冰雕有些已经开始融化，维护不及时。
2024-01-14,5,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-14,4,positive,冰雪大世界的灯光秀太震撼了，音乐配合得绝佳！
2024-01-14,5,positive,服务态度很好，园区管理有序。
2024-01-14,3,neutral,总体还行，就是排队太久了。
2024-01-14,2,negative,冰雕有些已经开始融化，维护不及时。
2024-01-14,5,positive,带孩子来的，小朋友玩得很开心，推荐！
2024-01-14,4,positive,今年冰雕规模比去年更大了，很壮观。
2024-01-14,5,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-14,3,neutral,中规中矩的一次体验，和预期差不多。
2024-01-14,1,negative,太冷了，园区取暖设施不够。
2024-01-14,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-14,3,neutral,总体还行，就是排队太久了。
2024-01-14,2,negative,卫生间太少了，排队比看冰雕还久。
2024-01-14,3,neutral,停车场离入口有点远，走了好久。
2024-01-14,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-14,1,negative,排队排了2个小时，体验很差。
2024-01-14,3,neutral,园区很大，走得腿都酸了，建议多设休息点。
2024-01-14,3,neutral,中规中矩的一次体验，和预期差不多。
2024-01-14,2,negative,停车费贵得离谱，而且不好找车位。
2024-01-14,2,negative,冰雕有些已经开始融化，维护不及时。
2024-01-14,4,positive,冰雪大世界的灯光秀太震撼了，音乐配合得绝佳！
2024-01-14,3,neutral,停车场离入口有点远，走了好久。
2024-01-14,5,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-14,5,positive,太美了！冰雕非常震撼，下次还来。
2024-01-14,5,positive,虽然冷但值得，哈尔滨的冬天名不虚传。
2024-01-14,4,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-14,2,negative,卫生间太少了，排队比看冰雕还久。
2024-01-14,3,neutral,人太多了，建议工作日去。
2024-01-14,4,positive,冰滑梯排队虽久但值得，尖叫声不断。
2024-01-14,5,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-14,3,neutral,停车场离入口有点远，走了好久。
2024-01-14,1,negative,冰雕有些已经开始融化，维护不及时。
2024-01-14,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-14,5,positive,太美了！冰雕非常震撼，下次还来。
2024-01-14,2,negative,停车费贵得离谱，而且不好找车位。
2024-01-14,4,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-14,1,negative,人挤人，根本没心情看冰雕。
2024-01-14,5,positive,适合拍照打卡，随手一拍都是大片。
2024-01-14,5,positive,夜场的冰灯特别漂亮，像童话世界一样。
2024-01-14,4,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-14,1,negative,卫生间太少了，排队比看冰雕还久。
2024-01-14,2,negative,排队排了2个小时，体验很差。
2024-01-14,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-14,1,negative,太冷了，园区取暖设施不够。
2024-01-14,5,positive,虽然冷但值得，哈尔滨的冬天名不虚传。
2024-01-14,4,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-14,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-14,3,neutral,停车场离入口有点远，走了好久。
2024-01-14,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-14,3,neutral,人太多了，建议工作日去。
2024-01-14,5,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-14,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-14,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-14,4,positive,服务态度很好，园区管理有序。
2024-01-14,5,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-14,3,neutral,停车场离入口有点远，走了好久。
2024-01-14,1,negative,冰雕有些已经开始融化，维护不及时。
2024-01-14,2,negative,人挤人，根本没心情看冰雕。
2024-01-14,5,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-14,2,negative,卫生间太少了，排队比看冰雕还久。
2024-01-14,3,neutral,人太多了，建议工作日去。
2024-01-14,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-14,1,negative,人挤人，根本没心情看冰雕。
2024-01-14,1,negative,停车费贵得离谱，而且不好找车位。
2024-01-14,3,neutral,人太多了，建议工作日去。
2024-01-14,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-14,5,positive,大滑梯超刺激，排队时间也在可接受范围内。
2024-01-14,5,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-14,4,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-14,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-14,2,negative,地上太滑了，差点摔倒好几次。
2024-01-14,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-14,5,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-14,4,positive,太美了！冰雕非常震撼，下次还来。
2024-01-14,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-14,2,negative,门票太贵了，性价比低。
2024-01-14,3,neutral,停车场离入口有点远，走了好久。
2024-01-14,1,negative,餐饮又贵又难吃，建议自带食物。
2024-01-14,5,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-14,5,positive,极地馆的企鹅太可爱了，拍了好多照片。
2024-01-14,4,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-14,3,neutral,中规中矩的一次体验，和预期差不多。
2024-01-14,2,negative,地上太滑了，差点摔倒好几次。
2024-01-14,2,negative,卫生间太少了，排队比看冰雕还久。
2024-01-14,1,negative,卫生间太少了，排队比看冰雕还久。
2024-01-14,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-14,1,negative,冰雕有些已经开始融化，维护不及时。
2024-01-14,1,negative,地上太滑了，差点摔倒好几次。
2024-01-14,2,negative,人挤人，根本没心情看冰雕。
2024-01-14,5,positive,适合拍照打卡，随手一拍都是大片。
2024-01-14,1,negative,人挤人，根本没心情看冰雕。
2024-01-14,4,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-14,4,positive,服务态度很好，园区管理有序。
2024-01-14,4,positive,虽然冷但值得，哈尔滨的冬天名不虚传。
2024-01-15,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-15,5,positive,太美了！冰雕非常震撼，下次还来。
2024-01-15,3,neutral,中规中矩的一次体验，和预期差不多。
2024-01-15,3,neutral,停车场离入口有点远，走了好久。
2024-01-15,3,neutral,白天看一般，晚上亮灯后效果才好。
2024-01-15,5,positive,服务态度很好，园区管理有序。
2024-01-15,1,negative,餐饮又贵又难吃，建议自带食物。
2024-01-15,5,positive,冰上龙舟很有创意，适合全家一起玩。
2024-01-15,3,neutral,总体还行，就是排队太久了。
2024-01-15,5,positive,夜场的冰灯特别漂亮，像童话世界一样。
2024-01-15,4,positive,极地馆的企鹅太可爱了，拍了好多照片。
2024-01-15,4,positive,冰酒吧体验独特，零下30度喝热饮很特别。
2024-01-15,3,neutral,中规中矩的一次体验，和预期差不多。
2024-01-15,2,negative,太冷了，园区取暖设施不够。
2024-01-15,4,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-15,4,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-15,2,negative,冰雕有些已经开始融化，维护不及时。
2024-01-15,3,neutral,票价有点贵，不过冰雕确实不错。
2024-01-15,3,neutral,停车场离入口有点远，走了好久。
2024-01-15,3,neutral,总体还行，就是排队太久了。
2024-01-15,2,negative,餐饮又贵又难吃，建议自带食物。
2024-01-15,2,negative,工作人员态度不好，问路都不理。
2024-01-15,4,positive,虽然人多但是氛围感很棒，冰雪的快乐。
2024-01-15,3,neutral,人太多了，建议工作日去。
2024-01-15,2,negative,太冷了，园区取暖设施不够。
2024-01-15,2,negative,冰雕有些已经开始融化，维护不及时。
2024-01-15,4,positive,主办方今年安排得很用心，动线合理不绕路。
2024-01-15,3,neutral,冰雕很美，但是餐厅价格偏高。
2024-01-15,4,positive,今年冰雕规模比去年更大了，很壮观。
